Group Number,Group Unit,Group Skills,Group Preferences,Project Number,Project Units,Project Skills,Project Preferences,Allocated
10,10005,web development web development asp.net c# project management  matlab swift cam,55 16 53,16,11522 10098,linux robotics express c++ writing express,47 41 40,0
10,10005,web development web development asp.net c# project management  matlab swift cam,55 16 53,17,11522 10098,swift business analytics  ui design database administration express express,35 44 46,0
10,10005,web development web development asp.net c# project management  matlab swift cam,55 16 53,18,9785 9786,github sdn robotics opensource concepts project management  perl,33 20 0,0
10,10005,web development web development asp.net c# project management  matlab swift cam,55 16 53,19,10005 10005,electrical engineering electrical engineering business analytics  scripting business analytics  opensource concepts,2 15 48,0
10,10005,web development web development asp.net c# project management  matlab swift cam,55 16 53,20,10005 11522,ui design saas linux database administration cad javascript,9 38 4,0
10,10005,web development web development asp.net c# project management  matlab swift cam,55 16 53,21,10098 10004,database design sdn mysql mongodb mobile app development r,39 19 50,0
10,10005,web development web development asp.net c# project management  matlab swift cam,55 16 53,22,11522 11522,c# mysql data visualization mongodb vue.js cloud computing solutions ,41 45 8,0
10,10005,web development web development asp.net c# project management  matlab swift cam,55 16 53,23,10005 9786,mysql c# rest cloud computing solutions  c# angular,4 13 41,0
10,10005,web development web development asp.net c# project management  matlab swift cam,55 16 53,24,9786 10004,business analytics  business analytics  vue.js android studio business analytics  database administration,44 32 40,0
10,10005,web development web development asp.net c# project management  matlab swift cam,55 16 53,25,9786 11522,sql server robotics express hardware engineering cad ejs,33 9 12,0
10,10005,web development web development asp.net c# project management  matlab swift cam,55 16 53,26,11522 10004,electrical engineering opensource concepts swift research machine learning perl,3 44 47,0
10,10005,web development web development asp.net c# project management  matlab swift cam,55 16 53,27,10005 9786,project management angular database administration cloud computing solutions  c# qualitative research skills,37 1 24,0
10,10005,web development web development asp.net c# project management  matlab swift cam,55 16 53,28,11522 10005,neural networks neural networks research data visualization express ui design,20 41 21,0
10,10005,web development web development asp.net c# project management  matlab swift cam,55 16 53,29,11522 11522,electrical engineering vue.js javascript perl robotics 3d printing,2 23 15,0
10,10005,web development web development asp.net c# project management  matlab swift cam,55 16 53,30,10004 10005,database administration statistical analysis perl linear algebra c machine learning,45 47 46,0
10,10005,web development web development asp.net c# project management  matlab swift cam,55 16 53,31,10098 9786,express 3d printing agile development statistical analysis mysql express,50 15 28,0
10,10005,web development web development asp.net c# project management  matlab swift cam,55 16 53,32,10005 10005,kotlin agile development robotics xml c++ cam,22 27 6,0
10,10005,web development web development asp.net c# project management  matlab swift cam,55 16 53,33,9785 10098,wordpress xml mysql c# data visualization python,25 32 11,0
10,10005,web development web development asp.net c# project management  matlab swift cam,55 16 53,34,9786 10005,kotlin javascript ejs 3d printing cloud computing solutions  sql server,29 3 37,0
10,10005,web development web development asp.net c# project management  matlab swift cam,55 16 53,35,10005 11522,r database design research database design opensource concepts database design,42 44 2,0
10,10005,web development web development asp.net c# project management  matlab swift cam,55 16 53,36,11522 10098,database design express kotlin robotics linux xml,40 32 43,0
10,10005,web development web development asp.net c# project management  matlab swift cam,55 16 53,37,9786 11522,javascript database administration wordpress 3d printing angular rest,27 50 23,0
10,10005,web development web development asp.net c# project management  matlab swift cam,55 16 53,38,9785 9785,sdn c data visualization opensource concepts web development neural networks,47 17 23,0
10,10005,web development web development asp.net c# project management  matlab swift cam,55 16 53,39,9785 11522,data visualization r rest express sql server angular,45 36 10,0
10,10005,web development web development asp.net c# project management  matlab swift cam,55 16 53,40,10004 11522,mobile app development writing database design business analytics  python electrical engineering,5 8 37,0
10,10005,web development web development asp.net c# project management  matlab swift cam,55 16 53,41,10005 10098,scripting linear algebra database administration xml cam angular,27 25 49,0
10,10005,web development web development asp.net c# project management  matlab swift cam,55 16 53,42,9786 10098,qualitative research skills c# neural networks research cloud computing solutions  express,24 18 7,0
10,10005,web development web development asp.net c# project management  matlab swift cam,55 16 53,43,10098 9786,python xml electrical engineering sdn hardware engineering swift,48 34 4,0
